LSV name	Delta Deltapsi (HS - Control)
NM_140810:s:18879511-18879739	0.03613546336191076;-0.03613548840281435
NM_168781:s:18879511-18879739	0.03613546336191076;-0.03613548840281435
NM_206192:s:21512093-21512177	0.03613331038800002;-0.036231669118515115;0.00020369654653813363;-0.008097167910931777
NM_206193:s:21512093-21512177	0.03613331038800002;-0.036231669118515115;0.00020369654653813363;-0.008097167910931777
NM_001299096:s:18078649-18078797	0.03613055242852169;-0.036130577619766055
NM_176381:s:21200404-21200514	0.03612766334949011;-0.02479831047563206;-0.001134500715261143
NM_176379:s:21200404-21200514	0.03612766334949011;-0.02479831047563206;-0.001134500715261143
NM_176377:s:21200404-21200688	0.03612766334949011;-0.02479831047563206;-0.001134500715261143
NM_176380:s:21200404-21200688	0.03612766334949011;-0.02479831047563206;-0.001134500715261143
NM_001273264:s:7429167-7429515	0.03612220865325088;-0.03612222080959162
NM_164749:s:7429167-7429515	0.03612220865325088;-0.03612222080959162
NM_135274:s:7429167-7429515	0.03612220865325088;-0.03612222080959162
NM_001273267:s:7429167-7429515	0.03612220865325088;-0.03612222080959162
NM_001273265:s:7429167-7429515	0.03612220865325088;-0.03612222080959162
NM_001273266:s:7429167-7429515	0.03612220865325088;-0.03612222080959162
NM_138047:t:24137399-24137771	0.03612059213689629;-0.03612052098289875
NM_134774:s:1745719-1746029	0.03611903605648873;-0.03611902457727733
NM_164436:s:1745719-1746029	0.03611903605648873;-0.03611902457727733
NM_058079:s:739445-740014	-0.03611066383498461;0.03611065261329229
NM_001169373:s:739445-740014	-0.03611066383498461;0.03611065261329229
NM_001169374:s:739445-740014	-0.03611066383498461;0.03611065261329229
NM_001273149:s:5043270-5043383	-0.03610471100478421;0.036104721551287425
NM_135056:s:5043270-5043383	-0.03610471100478421;0.036104721551287425
NM_001038786:s:5043270-5043383	-0.03610471100478421;0.036104721551287425
NM_001144592:s:16569034-16569193	-0.07331892432323409;8.439158486558327e-07;0.03607042462892044;0.02571332491771016
NM_001260214:s:16569034-16569193	-0.07331892432323409;8.439158486558327e-07;0.03607042462892044;0.02571332491771016
NM_001202305:s:16569140-16569193	-0.07331892432323409;8.439158486558327e-07;0.03607042462892044;0.02571332491771016
NM_001202306:s:16569034-16569193	-0.07331892432323409;8.439158486558327e-07;0.03607042462892044;0.02571332491771016
NM_001275712:s:16569140-16569193	-0.07331892432323409;8.439158486558327e-07;0.03607042462892044;0.02571332491771016
NM_001260213:s:16569034-16569193	-0.07331892432323409;8.439158486558327e-07;0.03607042462892044;0.02571332491771016
NM_001260212:s:16569140-16569193	-0.07331892432323409;8.439158486558327e-07;0.03607042462892044;0.02571332491771016
NM_001170160:s:16569140-16569193	-0.07331892432323409;8.439158486558327e-07;0.03607042462892044;0.02571332491771016
NM_001275711:s:16569140-16569193	-0.07331892432323409;8.439158486558327e-07;0.03607042462892044;0.02571332491771016
NM_001144589:s:16569034-16569193	-0.07331892432323409;8.439158486558327e-07;0.03607042462892044;0.02571332491771016
NM_001275672:t:15392294-15392635	0.036061666668250725;-0.03606167375407173
NM_169654:t:15392294-15392635	0.036061666668250725;-0.03606167375407173
NM_001202298:t:15392294-15392635	0.036061666668250725;-0.03606167375407173
NM_169652:t:15392294-15392635	0.036061666668250725;-0.03606167375407173
NM_001202297:t:15392294-15392635	0.036061666668250725;-0.03606167375407173
NM_001316579:t:15392294-15392635	0.036061666668250725;-0.03606167375407173
NM_001275673:t:15392294-15392635	0.036061666668250725;-0.03606167375407173
NM_169653:t:15392294-15392635	0.036061666668250725;-0.03606167375407173
NM_001170149:t:15392294-15392635	0.036061666668250725;-0.03606167375407173
NM_141009:t:20859680-20860426	9.926599742726702e-05;-0.004190334237729895;0.03605844950269894;-0.04810786646343996
NM_001275202:t:20859680-20860426	9.926599742726702e-05;-0.004190334237729895;0.03605844950269894;-0.04810786646343996
NM_001258498:s:892891-892949	-0.03605819054548589;0.03605820866582154
NM_166794:s:892891-892949	-0.03605819054548589;0.03605820866582154
NM_001272889:s:337938-338118	-0.036046976963729584;0.03604702143342747
NM_205883:s:337938-338118	-0.036046976963729584;0.03604702143342747
NM_057503:s:337938-338118	-0.036046976963729584;0.03604702143342747
NM_205884:s:337938-338118	-0.036046976963729584;0.03604702143342747
NM_057504:s:337938-338118	-0.036046976963729584;0.03604702143342747
NM_205882:s:337938-338118	-0.036046976963729584;0.03604702143342747
NM_001274491:s:4586580-4586783	0.036045573150424934;-0.03604559155006057
NM_139660:s:4586580-4586783	0.036045573150424934;-0.03604559155006057
NM_168095:s:4586580-4586783	0.036045573150424934;-0.03604559155006057
NM_144080:s:4586580-4586783	0.036045573150424934;-0.03604559155006057
NM_001300007:s:4586580-4586783	0.036045573150424934;-0.03604559155006057
NM_001274490:s:4586580-4586783	0.036045573150424934;-0.03604559155006057
NM_001259698:s:4586580-4586783	0.036045573150424934;-0.03604559155006057
NM_168096:s:4586580-4586783	0.036045573150424934;-0.03604559155006057
NM_001274492:s:4586580-4586783	0.036045573150424934;-0.03604559155006057
NM_001144544:t:6405378-6405668	0.0005281673933773065;0.018728025732671908;0.03522908078512875;-0.06837932329942664;0.036038723213771565
NM_165855:s:11968284-11968479	0.03602666763210404;-0.03602669003728633
NM_136871:s:11968284-11968591	0.03602666763210404;-0.03602669003728633
NM_165854:s:11968284-11968654	0.03602666763210404;-0.03602669003728633
NM_001273976:s:11968284-11968591	0.03602666763210404;-0.03602669003728633
NM_001273978:s:11968284-11968591	0.03602666763210404;-0.03602669003728633
NM_001299206:s:4470770-4471060	0.036012296144002386;-0.03601233390827242
NM_001169580:s:4470770-4470953	0.036012296144002386;-0.03601233390827242
NM_001042973:s:4470770-4471060	0.036012296144002386;-0.03601233390827242
NM_206652:t:8232429-8232906	0.03597907092914021;-0.03649202793623056;0.015093619154739557
NM_001202270:t:9447540-9455500	0.0013216346428690517;-0.031186038808196315;0.03597040669246482
NM_001300323:t:9447540-9455500	0.0013216346428690517;-0.031186038808196315;0.03597040669246482
NM_001043230:t:9447540-9455500	0.0013216346428690517;-0.031186038808196315;0.03597040669246482
NM_001274383:t:2046858-2051996	0.03596592819280141;-0.0359659221582239
NM_001274377:t:2046858-2051996	0.03596592819280141;-0.0359659221582239
NM_001274375:t:2046858-2051996	0.03596592819280141;-0.0359659221582239
NM_001274376:t:2046858-2051996	0.03596592819280141;-0.0359659221582239
NM_001274382:t:2046858-2051996	0.03596592819280141;-0.0359659221582239
NM_001274381:t:2046858-2051996	0.03596592819280141;-0.0359659221582239
NM_001274385:t:2046858-2051996	0.03596592819280141;-0.0359659221582239
NM_001274379:t:2046858-2051996	0.03596592819280141;-0.0359659221582239
NM_001274380:t:2046858-2051996	0.03596592819280141;-0.0359659221582239
NM_001299826:s:23067196-23067307	-0.03595836320662113;0.0359583544272645
NM_166583:s:23067196-23067307	-0.03595836320662113;0.0359583544272645
NM_001043271:t:21200760-na	0.002287485498200677;0.03595360569069716;-0.013479635464605736;-9.964553280490573e-05;-0.01599519865643794;-9.964553280490573e-05
NM_001170201:t:21200760-na	0.002287485498200677;0.03595360569069716;-0.013479635464605736;-9.964553280490573e-05;-0.01599519865643794;-9.964553280490573e-05
NM_169946:t:21200760-na	0.002287485498200677;0.03595360569069716;-0.013479635464605736;-9.964553280490573e-05;-0.01599519865643794;-9.964553280490573e-05
NM_001170200:t:21200760-na	0.002287485498200677;0.03595360569069716;-0.013479635464605736;-9.964553280490573e-05;-0.01599519865643794;-9.964553280490573e-05
NM_080509:t:21200760-na	0.002287485498200677;0.03595360569069716;-0.013479635464605736;-9.964553280490573e-05;-0.01599519865643794;-9.964553280490573e-05
NM_001104384:t:21200760-na	0.002287485498200677;0.03595360569069716;-0.013479635464605736;-9.964553280490573e-05;-0.01599519865643794;-9.964553280490573e-05
NM_169947:t:21200760-na	0.002287485498200677;0.03595360569069716;-0.013479635464605736;-9.964553280490573e-05;-0.01599519865643794;-9.964553280490573e-05
NM_001104385:t:21200760-na	0.002287485498200677;0.03595360569069716;-0.013479635464605736;-9.964553280490573e-05;-0.01599519865643794;-9.964553280490573e-05
NM_057880:s:4456386-4456520	-0.03594962286154511;0.03594961205249178
NM_001259893:s:18060421-18060854	0.03594893880230642;-0.03594896958540929
NM_001259892:s:18060421-18060550	0.03594893880230642;-0.03594896958540929
NM_001201928:s:20824434-20824724	-0.024207853054365402;0.035941918134663506;-0.024354422571074785
NM_176066:s:20824434-20824724	-0.024207853054365402;0.035941918134663506;-0.024354422571074785
NM_001201929:s:20824434-20824724	-0.024207853054365402;0.035941918134663506;-0.024354422571074785
NM_167017:s:4702325-4702591	-0.03590869885169977;0.03590868687593699
NM_057868:s:12760799-12760999	0.03589331355570982;-0.0358932556698716
NM_176111:t:9283828-9284151	-1.3721158923319687e-05;8.568964951850042e-08;8.568964951850042e-08;7.208863952165798e-05;0.03587065958524732;0.0009583695099030609;-0.0230667845054255;-1.3721158923319687e-05;8.568964951850042e-08;-0.038037948858100995
NM_001299315:t:9283828-9284151	-1.3721158923319687e-05;8.568964951850042e-08;8.568964951850042e-08;7.208863952165798e-05;0.03587065958524732;0.0009583695099030609;-0.0230667845054255;-1.3721158923319687e-05;8.568964951850042e-08;-0.038037948858100995
NM_001259291:t:9283828-9284151	-1.3721158923319687e-05;8.568964951850042e-08;8.568964951850042e-08;7.208863952165798e-05;0.03587065958524732;0.0009583695099030609;-0.0230667845054255;-1.3721158923319687e-05;8.568964951850042e-08;-0.038037948858100995
NM_176110:t:9283828-9284151	-1.3721158923319687e-05;8.568964951850042e-08;8.568964951850042e-08;7.208863952165798e-05;0.03587065958524732;0.0009583695099030609;-0.0230667845054255;-1.3721158923319687e-05;8.568964951850042e-08;-0.038037948858100995
NM_001299313:t:9283828-9284151	-1.3721158923319687e-05;8.568964951850042e-08;8.568964951850042e-08;7.208863952165798e-05;0.03587065958524732;0.0009583695099030609;-0.0230667845054255;-1.3721158923319687e-05;8.568964951850042e-08;-0.038037948858100995
NM_001299314:t:9283828-9284151	-1.3721158923319687e-05;8.568964951850042e-08;8.568964951850042e-08;7.208863952165798e-05;0.03587065958524732;0.0009583695099030609;-0.0230667845054255;-1.3721158923319687e-05;8.568964951850042e-08;-0.038037948858100995
NM_001299312:t:9283828-9284151	-1.3721158923319687e-05;8.568964951850042e-08;8.568964951850042e-08;7.208863952165798e-05;0.03587065958524732;0.0009583695099030609;-0.0230667845054255;-1.3721158923319687e-05;8.568964951850042e-08;-0.038037948858100995
NM_001259772:t:9670111-9671708	-0.03585586915939876;0.03585588196302095
NM_168357:t:9670111-9671708	-0.03585586915939876;0.03585588196302095
NM_001259771:t:9670111-9671708	-0.03585586915939876;0.03585588196302095
NM_001274709:t:9670111-9671708	-0.03585586915939876;0.03585588196302095
NM_168356:t:9670111-9671708	-0.03585586915939876;0.03585588196302095
NM_001274710:t:9670111-9671708	-0.03585586915939876;0.03585588196302095
NM_001144298:s:2579860-2579955	-0.035850508468540744;0.03585048932152276
NM_001273015:s:2579860-2580070	-0.035850508468540744;0.03585048932152276
NM_134848:s:2579860-2580047	-0.035850508468540744;0.03585048932152276
NM_001259693:t:4338067-4338182	-0.03584411006152507;0.03584415849116347
NM_001259690:t:4338067-4338182	-0.03584411006152507;0.03584415849116347
NM_001259688:t:4338067-4338182	-0.03584411006152507;0.03584415849116347
NM_001259692:t:4338067-4338182	-0.03584411006152507;0.03584415849116347
NM_139636:t:4338067-4338182	-0.03584411006152507;0.03584415849116347
NM_001259691:t:4338067-4338182	-0.03584411006152507;0.03584415849116347
NM_001259687:t:4338067-4338182	-0.03584411006152507;0.03584415849116347
NM_001274483:t:4338067-4338182	-0.03584411006152507;0.03584415849116347
NM_001274484:t:4338067-4338182	-0.03584411006152507;0.03584415849116347
NM_001104031:t:4338067-4338182	-0.03584411006152507;0.03584415849116347
NM_169928:s:20779781-20780827	9.686040345677149e-06;-0.07073504782745452;0.013808232117403618;0.035829153888157717
NM_001275855:s:20778895-20780827	9.686040345677149e-06;-0.07073504782745452;0.013808232117403618;0.035829153888157717
NM_001275851:s:20778895-20780827	9.686040345677149e-06;-0.07073504782745452;0.013808232117403618;0.035829153888157717
NM_142656:s:20778895-20780827	9.686040345677149e-06;-0.07073504782745452;0.013808232117403618;0.035829153888157717
NM_136618:s:9143615-9143914	-4.821191461511289e-25;-0.03449899404035712;0.03579544686269803;-4.821191461511289e-25
NM_142785:s:22423852-22424081	-0.03578950570877558;0.035789502566061934
NM_001300537:s:22423852-22424081	-0.03578950570877558;0.035789502566061934
NM_001103546:s:18366357-18366719	-0.035775040066474056;0.03577499224010273
NM_001297894:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001258567:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001258563:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001031864:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001258566:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001297895:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001258570:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001258565:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001258571:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001297893:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001103399:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001031862:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001258562:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001258564:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001297896:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001258569:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001031865:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001258568:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001031863:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001031866:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001031867:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_001169177:s:2484218-2484513	-0.03572644849995599;0.03572646090687394
NM_176138:s:10532039-10532119	0.03571962251997368;-0.03571962670504797
NM_001299944:s:24977519-24977640	0.03563354913802533;-0.035633560875616706
NM_079135:s:24977519-24977640	0.03563354913802533;-0.035633560875616706
NM_001299943:s:24977519-24977640	0.03563354913802533;-0.035633560875616706
NM_166702:s:24977519-24977640	0.03563354913802533;-0.035633560875616706
NM_166703:s:24977519-24977640	0.03563354913802533;-0.035633560875616706
NM_136091:s:19045355-19045436	-0.0356215590437522;0.0356215490449663
NM_137212:s:15735091-15737060	0.035609776747907274;-0.03560978847592447
NM_001299537:s:15735496-15737060	0.035609776747907274;-0.03560978847592447
NM_001274518:s:5739465-5739726	-4.821191461511289e-25;-0.057027016082843454;0.03560908150359085
NM_001274519:s:5739444-5739726	-4.821191461511289e-25;-0.057027016082843454;0.03560908150359085
NM_079908:s:5739444-5739726	-4.821191461511289e-25;-0.057027016082843454;0.03560908150359085
NM_168126:s:5739444-5739726	-4.821191461511289e-25;-0.057027016082843454;0.03560908150359085
NM_001347763:s:5739444-5739726	-4.821191461511289e-25;-0.057027016082843454;0.03560908150359085
NM_001347802:s:5739444-5739726	-4.821191461511289e-25;-0.057027016082843454;0.03560908150359085
NM_001104048:s:5739444-5739726	-4.821191461511289e-25;-0.057027016082843454;0.03560908150359085
NM_001104049:s:5739444-5739726	-4.821191461511289e-25;-0.057027016082843454;0.03560908150359085
NM_206278:s:5739444-5739726	-4.821191461511289e-25;-0.057027016082843454;0.03560908150359085
NM_001104512:s:30576598-30576818	-0.035573592400791706;0.035573597935810775
NM_001260444:s:30576598-30576818	-0.035573592400791706;0.035573597935810775
NM_164532:s:3294584-3294706	-0.035571458193063135;0.03557150276135561
NM_078605:s:15299009-15299698	0.035554819608602566;0.013814015448141901;-0.10233104152508049;0.01711900614259186;-0.0024722324076599405;-5.676606289185213e-05
NM_001260008:s:5845009-5845422	-0.03554494646207373;0.03554494721202836
NM_169113:s:5845009-5845422	-0.03554494646207373;0.03554494721202836
NM_169114:s:5845009-5845422	-0.03554494646207373;0.03554494721202836
NM_141342:s:5845009-5845422	-0.03554494646207373;0.03554494721202836
NM_164720:s:6924685-6925564	-0.03553024861785545;0.03553024553474979
NM_079886:s:610684-611016	-0.05364414482926585;2.808942822201521e-06;1.3005146853081394e-05;0.03551892543330503
NM_166777:s:610684-611016	-0.05364414482926585;2.808942822201521e-06;1.3005146853081394e-05;0.03551892543330503
NM_166774:s:610684-611016	-0.05364414482926585;2.808942822201521e-06;1.3005146853081394e-05;0.03551892543330503
NM_166775:s:610684-611016	-0.05364414482926585;2.808942822201521e-06;1.3005146853081394e-05;0.03551892543330503
NM_166776:s:610684-611016	-0.05364414482926585;2.808942822201521e-06;1.3005146853081394e-05;0.03551892543330503
NM_001169353:s:610684-611016	-0.05364414482926585;2.808942822201521e-06;1.3005146853081394e-05;0.03551892543330503
NM_164703:t:6708287-6708578	0.005868028656394679;0.013295146532200253;0.03551859605655552;0.007722556324679606;-0.0009080580129170236;-0.004594844231612112
NM_001169822:s:24555354-24555571	0.03551605557012508;-0.03551606428141059
NM_001300130:s:13356726-13356852	-0.06310960946556854;0.03548280130594207;0.00663738577150208;0.018685488626280142
NM_144173:s:13356726-13356852	-0.06310960946556854;0.03548280130594207;0.00663738577150208;0.018685488626280142
NM_001316458:s:13356726-13356852	-0.06310960946556854;0.03548280130594207;0.00663738577150208;0.018685488626280142
NM_001275423:s:7935768-7935905	0.035479198888349855;-0.035479202801040416
NM_001275424:s:7935768-7935905	0.035479198888349855;-0.035479202801040416
NM_169202:s:7935768-7935905	0.035479198888349855;-0.035479202801040416
NM_168632:t:15810081-15810848	0.0354429579161363;-0.037404069478305185;3.8607772132547026e-07
NM_168633:s:15811064-15812897	0.0354429579161363;-0.037404069478305185;3.8607772132547026e-07
NM_132891:t:16329895-16330239	0.0354420467883821;-0.03544203856095598
NM_001298392:t:16329895-16330239	0.0354420467883821;-0.03544203856095598
NM_001275831:s:20539659-20539916	0.03543751835448781;-0.03543749910543929
NM_206521:s:20539659-20539916	0.03543751835448781;-0.03543749910543929
NM_169900:s:20539659-20539916	0.03543751835448781;-0.03543749910543929
NM_206520:s:20539659-20539916	0.03543751835448781;-0.03543749910543929
NM_001275833:s:20539659-20539916	0.03543751835448781;-0.03543749910543929
NM_169899:s:20539659-20539916	0.03543751835448781;-0.03543749910543929
NM_001014643:s:20539659-20539916	0.03543751835448781;-0.03543749910543929
NM_001275830:s:20539659-20539916	0.03543751835448781;-0.03543749910543929
NM_001275829:s:20539659-20539916	0.03543751835448781;-0.03543749910543929
NM_001275832:s:20539659-20539916	0.03543751835448781;-0.03543749910543929
NM_001275828:s:20539659-20539916	0.03543751835448781;-0.03543749910543929
NM_001259620:s:1723580-1723705	-0.03288630347613139;0.03542705885631483;0.0001352700152779906
NM_058102:s:1723580-1723705	-0.03288630347613139;0.03542705885631483;0.0001352700152779906
NM_169231:s:8671711-8673309	0.03542443544734252;-0.03542445546343598
NM_169232:s:8671711-8673309	0.03542443544734252;-0.03542445546343598
NM_141555:s:8671711-8673309	0.03542443544734252;-0.03542445546343598
NM_142706:s:21272155-21272436	0.035414610597004625;-0.035414619920561496
NM_206030:t:6754702-6754844	-0.034481872744762776;-1.5150493753201562e-24;0.03538672066586014;-0.006444908044216852;0.018757742080690053
NM_144343:t:16633859-16634903	0.035373373404390826;-0.028669777176570137;-2.5759083527167785e-08;-9.390022166564037e-05;0.0002033442715536453
NM_001274303:t:915639-915809	-0.005288124496684345;0.035367050294886536;-0.011764767051011371
NM_167846:t:915639-915809	-0.005288124496684345;0.035367050294886536;-0.011764767051011371
NM_001274304:t:915639-915809	-0.005288124496684345;0.035367050294886536;-0.011764767051011371
NM_001272153:t:1050455-1050609	-0.020384921188387667;-5.4171141714621856e-05;1.737098150792543e-08;0.03535645326153941
NM_079896:t:1050455-1050609	-0.020384921188387667;-5.4171141714621856e-05;1.737098150792543e-08;0.03535645326153941
NM_001272154:t:1050455-1050609	-0.020384921188387667;-5.4171141714621856e-05;1.737098150792543e-08;0.03535645326153941
NM_166813:t:1050455-1050609	-0.020384921188387667;-5.4171141714621856e-05;1.737098150792543e-08;0.03535645326153941
NM_166812:t:1050455-1050609	-0.020384921188387667;-5.4171141714621856e-05;1.737098150792543e-08;0.03535645326153941
NM_001014696:t:1050455-1050609	-0.020384921188387667;-5.4171141714621856e-05;1.737098150792543e-08;0.03535645326153941
NM_001272155:t:1050455-1050609	-0.020384921188387667;-5.4171141714621856e-05;1.737098150792543e-08;0.03535645326153941
NM_057595:s:16323340-16323517	0.035340904838458566;-0.03534088052365523
NM_165152:s:16323340-16323517	0.035340904838458566;-0.03534088052365523
NM_057594:s:16323340-16323517	0.035340904838458566;-0.03534088052365523
NM_001273567:s:16323340-16323517	0.035340904838458566;-0.03534088052365523
NM_205999:s:16323340-16323517	0.035340904838458566;-0.03534088052365523
NM_001300078:s:9461623-9464706	0.035310121762194835;-0.009432084842593391;-0.004229669041241129
NM_140064:s:9461623-9464706	0.035310121762194835;-0.009432084842593391;-0.004229669041241129
NM_168346:s:9461623-9464706	0.035310121762194835;-0.009432084842593391;-0.004229669041241129
NM_057817:s:18962885-18963115	-0.03529918165645096;0.035299294901933675
NM_057818:s:18962885-18963115	-0.03529918165645096;0.035299294901933675
NM_166633:t:23932667-23932814	-0.019513378174269208;-0.07104104343351841;0.035277114348393604;0.025409629514384788
NM_001201950:s:8145755-8145981	0.03525475530644612;-0.0352547745682798
NM_001201945:s:8145755-8145981	0.03525475530644612;-0.0352547745682798
NM_001201954:s:8145755-8145981	0.03525475530644612;-0.0352547745682798
NM_136515:s:8145755-8145981	0.03525475530644612;-0.0352547745682798
NM_001103758:s:8145755-8145981	0.03525475530644612;-0.0352547745682798
NM_001274118:s:17265518-17266216	0.0010995424588709458;0.035208384116091285;0.007484035508683892;0.03006332323555134;0.005195343202006424;-0.022968068080974492
NM_176212:s:17265518-17266216	0.0010995424588709458;0.035208384116091285;0.007484035508683892;0.03006332323555134;0.005195343202006424;-0.022968068080974492
NM_001144216:s:17265518-17266216	0.0010995424588709458;0.035208384116091285;0.007484035508683892;0.03006332323555134;0.005195343202006424;-0.022968068080974492
NM_001259464:s:17265518-17266216	0.0010995424588709458;0.035208384116091285;0.007484035508683892;0.03006332323555134;0.005195343202006424;-0.022968068080974492
NM_176210:s:17265518-17266216	0.0010995424588709458;0.035208384116091285;0.007484035508683892;0.03006332323555134;0.005195343202006424;-0.022968068080974492
NM_001144217:s:17265518-17266216	0.0010995424588709458;0.035208384116091285;0.007484035508683892;0.03006332323555134;0.005195343202006424;-0.022968068080974492
NM_176211:s:17265518-17266216	0.0010995424588709458;0.035208384116091285;0.007484035508683892;0.03006332323555134;0.005195343202006424;-0.022968068080974492
NM_001274114:s:17265518-17266216	0.0010995424588709458;0.035208384116091285;0.007484035508683892;0.03006332323555134;0.005195343202006424;-0.022968068080974492
NM_001274119:s:17265518-17266216	0.0010995424588709458;0.035208384116091285;0.007484035508683892;0.03006332323555134;0.005195343202006424;-0.022968068080974492
NM_001274117:s:17265518-17266216	0.0010995424588709458;0.035208384116091285;0.007484035508683892;0.03006332323555134;0.005195343202006424;-0.022968068080974492
NM_206171:s:19462502-19462643	1.0613519180315715e-10;-0.003192971733017992;-3.423989711133114e-07;-0.002498649770446937;0.010675921156420264;-0.0439976272536125;1.9536213888780825e-06;0.03517567994791656
NM_001274303:s:984137-984276	-0.03517256117824062;0.035172588595541884
NM_001274308:s:984137-984276	-0.03517256117824062;0.035172588595541884
NM_001103997:s:984137-984276	-0.03517256117824062;0.035172588595541884
NM_001103999:s:984137-984276	-0.03517256117824062;0.035172588595541884
NM_001274304:s:984137-984276	-0.03517256117824062;0.035172588595541884
NM_165677:s:9532346-9532528	-0.03516995652961251;0.035169971616963905
NM_001103771:s:9532346-9532528	-0.03516995652961251;0.035169971616963905
NM_001259301:s:9532346-9532528	-0.03516995652961251;0.035169971616963905
NM_001043070:s:9532346-9532528	-0.03516995652961251;0.035169971616963905
NM_206063:s:9532346-9532528	-0.03516995652961251;0.035169971616963905
NM_001259299:s:9532346-9532528	-0.03516995652961251;0.035169971616963905
NM_001298071:s:8101069-8101454	-0.009638574304976229;-0.0181511711142534;0.03515602388629107
NM_001260406:s:27382308-27382555	0.03515264564896206;-0.035152639043723344
NM_001298605:s:22498307-22498619	-0.03513730899198336;0.03513731940001072
NM_001169443:s:8931082-8931147	0.035130919123626925;-0.03513089428424912
NM_001272662:s:15961986-15962136	-0.03512117683569743;0.03512112676344127
NM_001258775:s:15961986-15962136	-0.03512117683569743;0.03512112676344127
NM_206752:s:15961986-15962136	-0.03512117683569743;0.03512112676344127
NM_001258776:s:15961986-15962136	-0.03512117683569743;0.03512112676344127
NM_078634:s:15961986-15962136	-0.03512117683569743;0.03512112676344127
NM_001144728:s:15961986-15962136	-0.03512117683569743;0.03512112676344127
NM_165530:s:7473916-7474130	-1.5150493753201562e-24;0.03512079192200333;-0.03739783175703017
NM_001273844:s:7473916-7474130	-1.5150493753201562e-24;0.03512079192200333;-0.03739783175703017
NM_169844:s:18974991-18975170	-1.5150493753201562e-24;5.066357726508807e-08;-0.039545644428258725;0.03511512922392912
NM_001260257:s:18974991-18975170	-1.5150493753201562e-24;5.066357726508807e-08;-0.039545644428258725;0.03511512922392912
NM_001275792:s:18974991-18975170	-1.5150493753201562e-24;5.066357726508807e-08;-0.039545644428258725;0.03511512922392912
NM_001273893:t:9309296-9312745	-0.03508796687143934;0.03508798508789202
NM_001103769:t:9309296-9312745	-0.03508796687143934;0.03508798508789202
NM_164357:s:112690-113369	-0.03508742461375181;0.035087453460539215
NM_164359:s:112690-113369	-0.03508742461375181;0.035087453460539215
NM_001272862:s:112690-113369	-0.03508742461375181;0.035087453460539215
NM_164358:s:112690-113369	-0.03508742461375181;0.035087453460539215
NM_164356:s:112690-113369	-0.03508742461375181;0.035087453460539215
NM_164355:s:112690-113369	-0.03508742461375181;0.035087453460539215
NM_205880:s:112690-113369	-0.03508742461375181;0.035087453460539215
NM_164360:s:112690-113369	-0.03508742461375181;0.035087453460539215
NM_164362:s:112690-113369	-0.03508742461375181;0.035087453460539215
NM_164361:s:112690-113369	-0.03508742461375181;0.035087453460539215
NM_080184:s:112690-113369	-0.03508742461375181;0.035087453460539215
NM_138049:s:24162489-24162847	-0.032725723469121434;-3.7397818249911154e-05;0.03507420981594718
NM_001272598:t:13672236-13672428	0.035049112685248955;-0.03504911220001131
NM_132681:t:13672236-13672428	0.035049112685248955;-0.03504911220001131
NM_001298292:t:13672236-13672428	0.035049112685248955;-0.03504911220001131
NM_001202041:t:18759387-18759622	-0.03504718332092752;0.03504722288398858
NM_001144233:t:18759387-18759622	-0.03504718332092752;0.03504722288398858
NM_164727:s:7027194-7027287	0.035026280619474943;-0.03502624648327862
NM_140898:s:19896798-19896847	-0.0350189561423464;0.03501892603353596
NM_001170006:s:19896798-19896847	-0.0350189561423464;0.03501892603353596
NM_001300193:s:19896798-19896847	-0.0350189561423464;0.03501892603353596
NM_137969:s:23614673-23614710	-0.0350102903680662;0.0350103060071731
NM_001260256:t:18975225-18978088	-1.5150493753201562e-24;4.3729000819252815e-08;-0.03947162588213893;-1.5150493753201562e-24;0.03500675236752578
NM_001043038:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043023:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043060:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
NM_001043036:t:7319554-7320764	0.016957093772265817;-0.06214773961578261;0.03499713572862406
